src,dst,type,label
1468,1438,88,concept:synonymfor_inv
52329,52328,12,concept:latitudelongitude_inv
21312,34440,12,concept:latitudelongitude_inv
76,3812,24,concept:atlocation_inv
46837,564,3,concept:proxyfor
5162,46454,318,concept:languageofcountry_inv
706,47174,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
73261,1556,169,concept:hasofficeincity
10411,620,9,concept:atdate
10821,716,9,concept:atdate
42371,20853,306,concept:sportusesstadium_inv
1014,27804,2,concept:worksfor_inv
4747,6091,3,concept:proxyfor
624,1828,10,concept:atdate_inv
39568,25766,179,concept:teamplaysinleague
31307,234,267,concept:televisionstationaffiliatedwith
859,14907,10,concept:atdate_inv
4078,39620,180,concept:teamplaysinleague_inv
60560,26,159,concept:athleteplaysinleague
85,14918,180,concept:teamplaysinleague_inv
60,1934,180,concept:teamplaysinleague_inv
5195,39307,287,concept:countrycurrency
620,27822,10,concept:atdate_inv
62777,62778,11,concept:latitudelongitude
69643,59275,383,concept:visualartistartform
51556,26833,136,concept:professionistypeofprofession_inv
2893,7341,77,concept:animalpreyson
837,26252,42,concept:objectpartofobject_inv
32502,32339,32,concept:organizationhiredperson_inv
1608,682,392,concept:automobilemakercardealersinstateorprovince_inv
10438,53808,368,concept:weaponmadeincountry_inv
49989,49965,249,concept:chemicalistypeofchemical
13793,38389,31,concept:organizationhiredperson
51422,51578,136,concept:professionistypeofprofession_inv
73396,1129,395,concept:bankbankincountry
51528,4165,135,concept:professionistypeofprofession
63694,170,29,concept:topmemberoforganization
691,12104,4,concept:proxyfor_inv
74405,625,9,concept:atdate
48132,53036,354,concept:clothingmadefromplant_inv
7733,52116,210,concept:agriculturalproductcutintogeometricshape_inv
76,843,202,concept:personleadsgeopoliticalorganization_inv
40452,40382,26,concept:agentcollaborateswithagent_inv
40375,4078,179,concept:teamplaysinleague
17235,73307,170,concept:hasofficeincity_inv
9335,50262,328,concept:drughassideeffect_inv
3178,10809,15,concept:mutualproxyfor
37369,5172,17,concept:locationlocatedwithinlocation
2430,9637,39,concept:bodypartcontainsbodypart
1684,39642,26,concept:agentcollaborateswithagent_inv
45468,15386,311,concept:academicprogramatuniversity
9061,27621,78,concept:animalpreyson_inv
26,65081,160,concept:athleteplaysinleague_inv
32691,5246,193,concept:countryalsoknownas
48342,14982,76,concept:animalistypeofanimal_inv
7944,42696,98,concept:agentcontributedtocreativework_inv
39418,39923,237,concept:teamplaysagainstteam
4894,3757,3,concept:proxyfor
22736,637,9,concept:atdate
1145,6394,4,concept:proxyfor_inv
69096,7380,73,concept:organizationterminatedperson
349,1937,13,concept:agentparticipatedinevent
37428,19816,4,concept:proxyfor_inv
1608,3429,18,concept:locationlocatedwithinlocation_inv
335,3325,37,concept:agentcontrols
18315,718,7,concept:subpartof
73062,71549,170,concept:hasofficeincity_inv
8156,36247,4,concept:proxyfor_inv
4290,68758,102,concept:politicianholdsoffice_inv
69255,42917,43,concept:agentcreated
13528,583,9,concept:atdate
60445,60444,382,concept:directordirectedmovie_inv
2977,54423,172,concept:beveragemadefrombeverage_inv
1368,5179,10,concept:atdate_inv
620,26506,10,concept:atdate_inv
2564,14105,22,concept:companyeconomicsector_inv
49329,20505,231,concept:agriculturalproductcookedwithagriculturalproduct
6524,16758,15,concept:mutualproxyfor
4429,34704,220,concept:airportincity_inv
30026,5127,83,concept:organizationheadquarteredincity
10915,6576,3,concept:proxyfor
35788,35787,12,concept:latitudelongitude_inv
699,69366,48,concept:personbornincity_inv
59822,10884,139,concept:politicianrepresentslocation
11878,5732,223,concept:ceoof
35214,4716,239,concept:stadiumlocatedincity
564,17169,4,concept:proxyfor_inv
52056,51970,248,concept:clothingtogowithclothing_inv
26138,55717,358,concept:furniturefoundinroom_inv
54744,54741,172,concept:beveragemadefrombeverage_inv
32299,32298,12,concept:latitudelongitude_inv
43996,43997,309,concept:bookwriter
47556,72101,43,concept:agentcreated
52212,52230,356,concept:buildingfeaturemadefrombuildingmaterial_inv
20556,54916,346,concept:agriculturalproductincludingagriculturalproduct_inv
16074,16075,8,concept:subpartof_inv
6455,249,53,concept:parentofperson
59782,24088,188,concept:athleteplayssportsteamposition_inv
60,52438,397,concept:leaguestadiums
4521,4398,170,concept:hasofficeincity_inv
11129,11128,12,concept:latitudelongitude_inv
4626,34656,220,concept:airportincity_inv
55369,54722,369,concept:bakedgoodservedwithbeverage
13747,4078,398,concept:leaguestadiums_inv
46971,39411,325,concept:sportsgameteam
48455,3200,75,concept:animalistypeofanimal
1531,61947,128,concept:musicianplaysinstrument_inv
59273,60876,384,concept:visualartistartform_inv
40575,4078,179,concept:teamplaysinleague
7505,65476,158,concept:athleteplaysforteam_inv
3934,59780,186,concept:athleteledsportsteam_inv
6142,6140,6,concept:agentcompeteswithagent_inv
9877,17377,76,concept:animalistypeofanimal_inv
37226,5170,17,concept:locationlocatedwithinlocation
17483,17482,84,concept:organizationheadquarteredincity_inv
55966,3963,74,concept:organizationterminatedperson_inv
3638,17377,75,concept:animalistypeofanimal
7813,7817,212,concept:cityliesonriver_inv
51812,4165,136,concept:professionistypeofprofession_inv
49734,49731,262,concept:musicgenressuchasmusicgenres_inv
42869,44525,43,concept:agentcreated
25725,25726,11,concept:latitudelongitude
30607,29996,267,concept:televisionstationaffiliatedwith
870,22900,24,concept:atlocation_inv
41785,41939,293,concept:conceptprerequisiteof
4429,11562,24,concept:atlocation_inv
3,551,26,concept:agentcollaborateswithagent_inv
70982,70981,58,concept:personbelongstoorganization_inv
52844,52517,110,concept:itemfoundinroom_inv
29698,12038,373,concept:politicianusendorsedbypoliticianus
13825,40969,182,concept:teamplayssport_inv
5248,5246,193,concept:countryalsoknownas
49821,49842,249,concept:chemicalistypeofchemical
6085,645,9,concept:atdate
49979,17984,352,concept:agriculturalproductcontainchemical_inv
66311,4086,185,concept:athleteledsportsteam
63298,63316,43,concept:agentcreated
17739,17740,224,concept:ceoof_inv
19438,699,49,concept:personborninlocation
14693,59039,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
1684,29484,37,concept:agentcontrols
7692,636,9,concept:atdate
26967,72504,52,concept:agentactsinlocation_inv
1668,857,9,concept:atdate
10904,1360,9,concept:atdate
67615,10628,169,concept:hasofficeincity
36616,1128,3,concept:proxyfor
30395,234,267,concept:televisionstationaffiliatedwith
67418,8082,57,concept:personbelongstoorganization
1544,8337,10,concept:atdate_inv
7443,960,108,concept:competeswith_inv
2813,789,3,concept:proxyfor
3938,2109,143,concept:thinghascolor
564,17069,15,concept:mutualproxyfor
9859,62576,128,concept:musicianplaysinstrument_inv
22690,22689,38,concept:agentcontrols_inv
33779,33780,11,concept:latitudelongitude
51142,67999,374,concept:politicianusendorsedbypoliticianus_inv
45151,717,9,concept:atdate
72602,72601,104,concept:acquired_inv
52049,51991,248,concept:clothingtogowithclothing_inv
1684,39646,26,concept:agentcollaborateswithagent_inv
48552,48525,20,concept:animaldevelopdisease_inv
15386,45667,312,concept:academicprogramatuniversity_inv
24,31224,96,concept:subpartoforganization_inv
8277,564,3,concept:proxyfor
31556,3370,241,concept:riveremptiesintoriver
45287,744,311,concept:academicprogramatuniversity
20589,5470,8,concept:subpartof_inv
564,3358,4,concept:proxyfor_inv
11639,645,9,concept:atdate
47931,47864,337,concept:plantincludeplant
3630,1277,77,concept:animalpreyson
47465,57734,332,concept:drugpossiblytreatsphysiologicalcondition_inv
6444,6445,11,concept:latitudelongitude
20853,65551,156,concept:athleteplayssport_inv
564,26871,4,concept:proxyfor_inv
29001,29002,11,concept:latitudelongitude
7341,13972,197,concept:arthropodandotherarthropod
21263,21264,97,concept:agentcontributedtocreativework
70433,7434,217,concept:journalistwritesforpublication
2941,2945,9,concept:atdate
23699,23700,11,concept:latitudelongitude
32588,1758,17,concept:locationlocatedwithinlocation
10882,59173,140,concept:politicianrepresentslocation_inv
39525,24494,238,concept:teamplaysagainstteam_inv
51798,4165,135,concept:professionistypeofprofession
52691,58457,358,concept:furniturefoundinroom_inv
10590,32695,286,concept:countrylocatedingeopoliticallocation_inv
39,7504,25,concept:agentcollaborateswithagent
6977,6976,1,concept:worksfor
47212,47211,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
20440,7323,94,concept:animaleatfood_inv
31156,170,267,concept:televisionstationaffiliatedwith
47840,48183,337,concept:plantincludeplant
1277,48480,78,concept:animalpreyson_inv
73316,11371,169,concept:hasofficeincity
66765,60,159,concept:athleteplaysinleague
49062,59067,346,concept:agriculturalproductincludingagriculturalproduct_inv
26720,4639,23,concept:atlocation
48418,5771,196,concept:animalsuchasinsect_inv
51333,51373,135,concept:professionistypeofprofession
2266,1072,147,concept:organizationdissolvedatdate
4896,1607,121,concept:citylocatedinstate
52838,55717,358,concept:furniturefoundinroom_inv
11021,1561,9,concept:atdate
1059,27946,110,concept:itemfoundinroom_inv
67743,456,1,concept:worksfor
59057,54715,347,concept:agriculturalproductgrowninlandscapefeatures
12040,49,62,concept:persongraduatedschool_inv
63038,63037,218,concept:journalistwritesforpublication_inv
19367,1592,23,concept:atlocation
170,31209,37,concept:agentcontrols
574,62816,14,concept:agentparticipatedinevent_inv
27364,625,9,concept:atdate
49895,49955,249,concept:chemicalistypeofchemical
1145,17066,4,concept:proxyfor_inv
50395,49895,249,concept:chemicalistypeofchemical
620,367,10,concept:atdate_inv
42104,39442,298,concept:sportusesequipment_inv
74179,74180,163,concept:organizationacronymhasname
37964,37965,266,concept:cityalsoknownas_inv
51837,4165,136,concept:professionistypeofprofession_inv
39442,5154,295,concept:sportschoolincountry
70195,160,217,concept:journalistwritesforpublication
60553,60550,244,concept:actorstarredinmovie_inv
9057,1017,74,concept:organizationterminatedperson_inv
52828,55717,358,concept:furniturefoundinroom_inv
625,75408,10,concept:atdate_inv
45587,45464,316,concept:academicfieldsuchasacademicfield_inv
7769,39373,286,concept:countrylocatedingeopoliticallocation_inv
568,567,8,concept:subpartof_inv
11945,24494,238,concept:teamplaysagainstteam_inv
26656,2857,21,concept:companyeconomicsector
2259,2262,97,concept:agentcontributedtocreativework
40476,67207,156,concept:athleteplayssport_inv
29228,645,9,concept:atdate
39496,39488,238,concept:teamplaysagainstteam_inv
1844,28286,207,concept:producesproduct
1935,39481,237,concept:teamplaysagainstteam
46696,46661,304,concept:hobbiessuchashobbies_inv
5419,5418,66,concept:hasspouse_inv
22961,31306,84,concept:organizationheadquarteredincity_inv
9040,564,3,concept:proxyfor
3889,37623,24,concept:atlocation_inv
19969,58502,110,concept:itemfoundinroom_inv
20853,65938,156,concept:athleteplayssport_inv
25588,2079,8,concept:subpartof_inv
7817,38211,265,concept:cityalsoknownas
65630,4079,155,concept:athleteplayssport
53499,53110,365,concept:weaponssuchasweapons
50843,68793,192,concept:personhasresidenceingeopoliticallocation_inv
30886,3061,95,concept:subpartoforganization
24138,564,3,concept:proxyfor
34835,34836,219,concept:airportincity
2629,42041,297,concept:sportusesequipment
6803,6804,163,concept:organizationacronymhasname
1715,1610,23,concept:atlocation
5554,4903,4,concept:proxyfor_inv
1069,2689,10,concept:atdate_inv
61280,26,159,concept:athleteplaysinleague
52360,32851,23,concept:atlocation
1684,29507,37,concept:agentcontrols
60,74211,163,concept:organizationacronymhasname
60,35258,397,concept:leaguestadiums
2024,55945,22,concept:companyeconomicsector_inv
18208,13153,1,concept:worksfor
2015,2014,12,concept:latitudelongitude_inv
48579,48525,20,concept:animaldevelopdisease_inv
20853,65299,156,concept:athleteplayssport_inv
60077,73514,169,concept:hasofficeincity
72485,1119,21,concept:companyeconomicsector
570,29762,10,concept:atdate_inv
570,6574,10,concept:atdate_inv
73062,71549,394,concept:automobilemakerdealersincity_inv
699,22157,48,concept:personbornincity_inv
51621,51620,79,concept:specializationof
10297,858,9,concept:atdate
46865,645,9,concept:atdate
5309,5308,98,concept:agentcontributedtocreativework_inv
64832,13128,225,concept:athleteflyouttosportsteamposition
23356,55652,110,concept:itemfoundinroom_inv
27692,625,9,concept:atdate
5129,30584,270,concept:televisionstationincity_inv
5200,620,9,concept:atdate
67413,60,25,concept:agentcollaborateswithagent
66860,23217,155,concept:athleteplayssport
29384,1684,25,concept:agentcollaborateswithagent
67801,10278,131,concept:personhascitizenship
58562,3900,109,concept:itemfoundinroom
14950,5246,193,concept:countryalsoknownas
7502,32750,169,concept:hasofficeincity
47841,17438,340,concept:plantgrowinginplant_inv
1301,38823,24,concept:atlocation_inv
2359,1910,40,concept:bodypartcontainsbodypart_inv
62639,62642,189,concept:musicianinmusicartist
74627,887,7,concept:subpartof
60810,60811,379,concept:fatherofperson
63192,63193,43,concept:agentcreated
47424,28046,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
46921,10971,145,concept:sportsgamewinner
48744,17377,79,concept:specializationof
1933,65896,158,concept:athleteplaysforteam_inv
22652,1544,9,concept:atdate
857,8067,10,concept:atdate_inv
1501,1643,39,concept:bodypartcontainsbodypart
74468,74462,44,concept:agentcreated_inv
241,198,26,concept:agentcollaborateswithagent_inv
51580,4165,135,concept:professionistypeofprofession
583,12385,10,concept:atdate_inv
8099,19471,238,concept:teamplaysagainstteam_inv
3916,58466,358,concept:furniturefoundinroom_inv
66463,60,159,concept:athleteplaysinleague
66773,2204,151,concept:coachwontrophy
52593,55717,358,concept:furniturefoundinroom_inv
23715,16622,52,concept:agentactsinlocation_inv
61912,9859,127,concept:musicianplaysinstrument
13296,59196,67,concept:haswife
53110,54133,366,concept:weaponssuchasweapons_inv
35129,35128,12,concept:latitudelongitude_inv
27111,27110,12,concept:latitudelongitude_inv
8015,574,13,concept:agentparticipatedinevent
20853,39705,182,concept:teamplayssport_inv
73618,10643,395,concept:bankbankincountry
43265,26820,310,concept:bookwriter_inv
74400,965,21,concept:companyeconomicsector
13089,137,107,concept:competeswith
36342,1955,10,concept:atdate_inv
71380,72068,106,concept:companyalsoknownas_inv
71064,71063,73,concept:organizationterminatedperson
70843,1129,173,concept:persondiedincountry
41528,1895,291,concept:radiostationincity
34995,21297,219,concept:airportincity
2242,2243,16,concept:mutualproxyfor_inv
5206,4398,116,concept:hasofficeincountry_inv
63750,63751,43,concept:agentcreated
40970,13825,181,concept:teamplayssport
45464,45249,315,concept:academicfieldsuchasacademicfield
3391,47955,341,concept:plantrepresentemotion
620,5406,10,concept:atdate_inv
29351,4078,179,concept:teamplaysinleague
43047,64285,43,concept:agentcreated
1208,2943,4,concept:proxyfor_inv
51977,2191,109,concept:itemfoundinroom
69089,69088,44,concept:agentcreated_inv
10690,1208,18,concept:locationlocatedwithinlocation_inv
51968,52058,248,concept:clothingtogowithclothing_inv
17501,160,22,concept:companyeconomicsector_inv
37254,3604,121,concept:citylocatedinstate
10487,589,89,concept:buildinglocatedincity
76,59537,140,concept:politicianrepresentslocation_inv
14837,14836,12,concept:latitudelongitude_inv
4453,42515,296,concept:sportschoolincountry_inv
76,59932,140,concept:politicianrepresentslocation_inv
22688,20037,57,concept:personbelongstoorganization
717,4290,10,concept:atdate_inv
27237,3018,9,concept:atdate
30296,1424,7,concept:subpartof
1684,3178,5,concept:agentcompeteswithagent
1645,2321,363,concept:arterycalledartery
8678,8677,74,concept:organizationterminatedperson_inv
716,20088,10,concept:atdate_inv
8973,6366,189,concept:musicianinmusicartist
1187,13802,96,concept:subpartoforganization_inv
4534,22903,24,concept:atlocation_inv
4253,6773,38,concept:agentcontrols_inv
14258,2252,39,concept:bodypartcontainsbodypart
6806,6805,98,concept:agentcontributedtocreativework_inv
37733,36677,211,concept:cityliesonriver
10460,752,31,concept:organizationhiredperson
52078,52070,247,concept:clothingtogowithclothing
4455,1035,13,concept:agentparticipatedinevent
13286,60140,84,concept:organizationheadquarteredincity_inv
10643,6085,214,concept:citylocatedincountry_inv
70352,3981,217,concept:journalistwritesforpublication
47793,47794,331,concept:drugpossiblytreatsphysiologicalcondition
41945,41944,12,concept:latitudelongitude_inv
63961,42913,44,concept:agentcreated_inv
53110,53886,366,concept:weaponssuchasweapons_inv
625,1422,10,concept:atdate_inv
4078,39756,180,concept:teamplaysinleague_inv
71333,23999,15,concept:mutualproxyfor
583,5200,10,concept:atdate_inv
6997,54192,144,concept:thinghascolor_inv
51969,53036,248,concept:clothingtogowithclothing_inv
746,24004,64,concept:personmovedtostateorprovince_inv
49146,2976,171,concept:beveragemadefrombeverage
54966,14693,231,concept:agriculturalproductcookedwithagriculturalproduct
625,50972,10,concept:atdate_inv
45428,45342,316,concept:academicfieldsuchasacademicfield_inv
15049,51374,136,concept:professionistypeofprofession_inv
52469,816,71,concept:touristattractionsuchastouristattraction
59954,59582,385,concept:athletebeatathlete
43830,42710,309,concept:bookwriter
934,8242,92,concept:organizationheadquarteredincountry_inv
4078,39621,180,concept:teamplaysinleague_inv
28536,28537,11,concept:latitudelongitude
70460,70459,218,concept:journalistwritesforpublication_inv
55844,55717,358,concept:furniturefoundinroom_inv
45436,45669,315,concept:academicfieldsuchasacademicfield
4461,16622,52,concept:agentactsinlocation_inv
11763,1142,117,concept:fooddecreasestheriskofdisease
74853,30885,1,concept:worksfor
3031,37993,122,concept:citylocatedinstate_inv
414,5171,131,concept:personhascitizenship
17231,43672,309,concept:bookwriter
4926,637,9,concept:atdate
55717,7083,357,concept:furniturefoundinroom
1531,62196,128,concept:musicianplaysinstrument_inv
46547,47388,256,concept:bacteriaisthecausativeagentofphysiologicalcondition_inv
4486,570,9,concept:atdate
251,564,3,concept:proxyfor
1106,33075,4,concept:proxyfor_inv
52012,52070,248,concept:clothingtogowithclothing_inv
23575,1123,286,concept:countrylocatedingeopoliticallocation_inv
64077,64076,44,concept:agentcreated_inv
66833,26,159,concept:athleteplaysinleague
26,67214,160,concept:athleteplaysinleague_inv
4540,56009,372,concept:newspaperincity_inv
14693,20210,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
620,6626,10,concept:atdate_inv
7502,70729,218,concept:journalistwritesforpublication_inv
21250,21249,58,concept:personbelongstoorganization_inv
4312,16992,24,concept:atlocation_inv
107,29860,28,concept:personleadsorganization_inv
574,16604,14,concept:agentparticipatedinevent_inv
13967,55978,30,concept:topmemberoforganization_inv
570,17044,10,concept:atdate_inv
16155,16156,3,concept:proxyfor
661,4914,393,concept:automobilemakerdealersincity
59986,59985,244,concept:actorstarredinmovie_inv
7,651,35,concept:agentinvolvedwithitem
8574,8575,11,concept:latitudelongitude
17095,4165,136,concept:professionistypeofprofession_inv
48992,17377,78,concept:animalpreyson_inv
34470,34469,90,concept:buildinglocatedincity_inv
7778,645,9,concept:atdate
71408,71409,74,concept:organizationterminatedperson_inv
1070,23561,112,concept:istallerthan_inv
66675,13128,225,concept:athleteflyouttosportsteamposition
60037,26,25,concept:agentcollaborateswithagent
47395,47161,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
3752,7932,54,concept:parentofperson_inv
13801,5582,31,concept:organizationhiredperson
71334,4100,123,concept:headquarteredin
29411,1684,38,concept:agentcontrols_inv
29488,4078,179,concept:teamplaysinleague
73807,49730,335,concept:musicartistgenre
6831,7357,205,concept:animalthatfeedoninsect
859,43477,10,concept:atdate_inv
56219,358,26,concept:agentcollaborateswithagent_inv
32345,637,9,concept:atdate
58413,3916,357,concept:furniturefoundinroom
10616,53334,368,concept:weaponmadeincountry_inv
14585,68972,74,concept:organizationterminatedperson_inv
32959,1000,121,concept:citylocatedinstate
47682,57731,334,concept:drugworkedonbyagent_inv
56245,56246,11,concept:latitudelongitude
4798,16113,84,concept:organizationheadquarteredincity_inv
26217,858,9,concept:atdate
46990,40161,145,concept:sportsgamewinner
75112,717,9,concept:atdate
4917,4398,170,concept:hasofficeincity_inv
71549,13286,393,concept:automobilemakerdealersincity
71549,23789,389,concept:automakerproducesmodel
22167,697,43,concept:agentcreated
3,278,8,concept:subpartof_inv
872,6319,25,concept:agentcollaborateswithagent
21303,25461,263,concept:teamwontrophy
2469,2401,40,concept:bodypartcontainsbodypart_inv
3961,358,108,concept:competeswith_inv
27321,1035,326,concept:sportsgameteam_inv
69359,19220,131,concept:personhascitizenship
44766,43490,44,concept:agentcreated_inv
46585,1268,321,concept:emotionassociatedwithdisease
54591,54692,172,concept:beveragemadefrombeverage_inv
24316,24315,98,concept:agentcontributedtocreativework_inv
7,23087,43,concept:agentcreated
19926,19999,109,concept:itemfoundinroom
27986,27987,7,concept:subpartof
21485,39522,237,concept:teamplaysagainstteam
36993,28674,3,concept:proxyfor
17031,26720,24,concept:atlocation_inv
634,31938,46,concept:attractionofcity_inv
1897,39298,2,concept:worksfor_inv
10077,33950,24,concept:atlocation_inv
39442,65227,156,concept:athleteplayssport_inv
49353,48495,81,concept:animalsuchasfish
55249,54466,369,concept:bakedgoodservedwithbeverage
35650,24088,184,concept:athletehomestadium_inv
58840,52321,363,concept:arterycalledartery
59828,70124,100,concept:personhasjobposition_inv
13128,66169,226,concept:athleteflyouttosportsteamposition_inv
1208,10785,17,concept:locationlocatedwithinlocation
24320,10278,49,concept:personborninlocation
69228,68,217,concept:journalistwritesforpublication
448,35648,240,concept:stadiumlocatedincity_inv
7083,19408,110,concept:itemfoundinroom_inv
50457,21873,249,concept:chemicalistypeofchemical
29285,29284,12,concept:latitudelongitude_inv
570,25806,10,concept:atdate_inv
44847,7125,310,concept:bookwriter_inv
62302,19091,127,concept:musicianplaysinstrument
23457,39800,238,concept:teamplaysagainstteam_inv
11412,39419,238,concept:teamplaysagainstteam_inv
25849,7937,31,concept:organizationhiredperson
60835,13128,225,concept:athleteflyouttosportsteamposition
47876,47877,337,concept:plantincludeplant
60944,743,57,concept:personbelongstoorganization
7328,39515,238,concept:teamplaysagainstteam_inv
19413,19414,11,concept:latitudelongitude
20908,24374,95,concept:subpartoforganization
65072,2548,203,concept:athleteinjuredhisbodypart
1280,1281,73,concept:organizationterminatedperson
7155,76,277,concept:statelocatedingeopoliticallocation
57518,47465,331,concept:drugpossiblytreatsphysiologicalcondition
625,8262,10,concept:atdate_inv
71392,71391,16,concept:mutualproxyfor_inv
22652,645,9,concept:atdate
46629,48525,20,concept:animaldevelopdisease_inv
74660,564,3,concept:proxyfor
583,10057,10,concept:atdate_inv
44743,44742,43,concept:agentcreated
13748,4078,398,concept:leaguestadiums_inv
1562,15091,10,concept:atdate_inv
55939,1129,173,concept:persondiedincountry
752,14279,27,concept:personleadsorganization
48718,48991,76,concept:animalistypeofanimal_inv
3,206,399,concept:agentbelongstoorganization_inv
1312,10590,278,concept:statelocatedingeopoliticallocation_inv
30207,4646,269,concept:televisionstationincity
20435,7323,94,concept:animaleatfood_inv
2872,2874,388,concept:automobilemakerdealersincountry_inv
32206,25371,11,concept:latitudelongitude
57107,816,71,concept:touristattractionsuchastouristattraction
182,49,26,concept:agentcollaborateswithagent_inv
10504,577,3,concept:proxyfor
55646,55647,109,concept:itemfoundinroom
22480,1145,3,concept:proxyfor
67369,49,25,concept:agentcollaborateswithagent
3785,3784,98,concept:agentcontributedtocreativework_inv
908,12,10,concept:atdate_inv
6789,576,15,concept:mutualproxyfor
18162,18161,12,concept:latitudelongitude_inv
21162,11412,238,concept:teamplaysagainstteam_inv
35906,13287,212,concept:cityliesonriver_inv
2552,17117,40,concept:bodypartcontainsbodypart_inv
51558,51572,136,concept:professionistypeofprofession_inv
21779,21778,12,concept:latitudelongitude_inv
40050,19229,237,concept:teamplaysagainstteam
37492,9018,3,concept:proxyfor
3202,38389,31,concept:organizationhiredperson
69829,59272,383,concept:visualartistartform
38540,870,23,concept:atlocation
40990,4078,179,concept:teamplaysinleague
72723,72726,389,concept:automakerproducesmodel
38466,38465,212,concept:cityliesonriver_inv
837,7757,42,concept:objectpartofobject_inv
21765,21766,28,concept:personleadsorganization_inv
14023,70830,218,concept:journalistwritesforpublication_inv
574,18033,14,concept:agentparticipatedinevent_inv
10278,36647,216,concept:citylocatedingeopoliticallocation_inv
27325,66124,184,concept:athletehomestadium_inv
59207,13128,225,concept:athleteflyouttosportsteamposition
55717,55861,357,concept:furniturefoundinroom
49329,54269,231,concept:agriculturalproductcookedwithagriculturalproduct
61445,64712,382,concept:directordirectedmovie_inv
60529,60527,244,concept:actorstarredinmovie_inv
6097,4715,123,concept:headquarteredin
6319,12123,26,concept:agentcollaborateswithagent_inv
574,23503,14,concept:agentparticipatedinevent_inv
74498,3412,11,concept:latitudelongitude
70927,699,47,concept:personbornincity
2401,2415,39,concept:bodypartcontainsbodypart
892,6667,6,concept:agentcompeteswithagent_inv
36072,7043,3,concept:proxyfor
5070,4398,170,concept:hasofficeincity_inv
17289,583,9,concept:atdate
75227,564,3,concept:proxyfor
946,30848,8,concept:subpartof_inv
11003,745,59,concept:persongraduatedfromuniversity
746,37306,4,concept:proxyfor_inv
46178,46224,319,concept:languageofuniversity
3804,23532,16,concept:mutualproxyfor_inv
24854,24852,98,concept:agentcontributedtocreativework_inv
21860,652,35,concept:agentinvolvedwithitem
620,71511,10,concept:atdate_inv
17377,48385,75,concept:animalistypeofanimal
1332,716,9,concept:atdate
45499,745,311,concept:academicprogramatuniversity
5200,73520,396,concept:bankbankincountry_inv
7043,5022,4,concept:proxyfor_inv
3280,28587,24,concept:atlocation_inv
46615,46605,322,concept:emotionassociatedwithdisease_inv
61980,61981,127,concept:musicianplaysinstrument
228,87,0,concept:agentbelongstoorganization
55195,54466,369,concept:bakedgoodservedwithbeverage
15383,7385,203,concept:athleteinjuredhisbodypart
624,6565,10,concept:atdate_inv
41081,4078,179,concept:teamplaysinleague
47393,47394,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
15130,71469,106,concept:companyalsoknownas_inv
8346,49622,172,concept:beveragemadefrombeverage_inv
51473,51494,135,concept:professionistypeofprofession
26332,12812,143,concept:thinghascolor
5220,53657,368,concept:weaponmadeincountry_inv
1129,61417,174,concept:persondiedincountry_inv
2164,9877,78,concept:animalpreyson_inv
63573,752,28,concept:personleadsorganization_inv
26790,789,3,concept:proxyfor
30473,170,267,concept:televisionstationaffiliatedwith
53498,53110,365,concept:weaponssuchasweapons
7254,645,9,concept:atdate
48500,4384,75,concept:animalistypeofanimal
66059,20853,155,concept:athleteplayssport
5220,53984,368,concept:weaponmadeincountry_inv
43696,43935,310,concept:bookwriter_inv
29443,38,95,concept:subpartoforganization
52884,55717,358,concept:furniturefoundinroom_inv
11562,4564,23,concept:atlocation
1035,27851,14,concept:agentparticipatedinevent_inv
38610,39568,178,concept:teamplaysincity_inv
47493,47494,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
14964,33904,258,concept:hotelincity_inv
2128,909,9,concept:atdate
17039,564,3,concept:proxyfor
52071,52045,247,concept:clothingtogowithclothing
53110,53908,366,concept:weaponssuchasweapons_inv
56134,872,83,concept:organizationheadquarteredincity
54399,16562,348,concept:agriculturalproductgrowninlandscapefeatures_inv
39704,7505,237,concept:teamplaysagainstteam
4286,4287,17,concept:locationlocatedwithinlocation
576,3726,23,concept:atlocation
52669,52517,110,concept:itemfoundinroom_inv
37474,37473,265,concept:cityalsoknownas
29442,38,95,concept:subpartoforganization
16314,574,13,concept:agentparticipatedinevent
51946,1708,137,concept:professionusestool
5981,23651,107,concept:competeswith
65202,60,159,concept:athleteplaysinleague
16627,3757,3,concept:proxyfor
17136,40243,178,concept:teamplaysincity_inv
25766,39995,180,concept:teamplaysinleague_inv
61784,61733,189,concept:musicianinmusicartist
29395,1684,38,concept:agentcontrols_inv
25521,25361,31,concept:organizationhiredperson
65579,85,159,concept:athleteplaysinleague
13089,24396,108,concept:competeswith_inv
3,207,399,concept:agentbelongstoorganization_inv
6725,56022,2,concept:worksfor_inv
11615,5268,108,concept:competeswith_inv
56082,56081,372,concept:newspaperincity_inv
45447,1601,311,concept:academicprogramatuniversity
4882,7901,84,concept:organizationheadquarteredincity_inv
54466,55129,370,concept:bakedgoodservedwithbeverage_inv
637,22396,10,concept:atdate_inv
48408,2893,165,concept:animalsuchasinvertebrate
